Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,SiteID,Site name,Anthropogenic_C14,Uncal.C14Age,C14SD,C14LabCode,Cal.BP_oldest,Cal.BP_median,Cal.BP_youngest,Early Mesolithic,Middle Mesolithic,Late Mesolithic,Early Neolithic,Middle Neolithic (A),Middle Neolithic (B),Late Neolithic,Site size (m2),Elevation (Max),Elevation (Mean),Elevation (Median),Elevation (Min),Elevation (stdev),Conventional date,Conventional date based on Cal.BP (median),X (UTM32N),Y (UTM32N),Site_ID,Reference
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,B17142/ B17392/ B18605,Open air,S409,Not?y strandhyttegrend,Y,4490,30,Beta-400934,5297,5166,5040,0,0,0,1,0,0,0,7791,11.9,7.6,7.5,4.1,1.6,Early/Middle Neolithic,Early/Middle Neolithic,329028.2143,6913189.818,329028.21436913189.818,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,B17392,Open air,S409,Not?y strandhyttegrend,Y,5910,30,Beta-400931,6795,6725,6661,0,0,1,0,0,0,0,7791,11.9,7.6,7.5,4.1,1.6,Late Mesolithic,Late Mesolithic,329028.2143,6913189.818,329028.21436913189.818,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,N/A,Open air,S409,Not?y strandhyttegrend,Y,4030,30,Beta-400937,4574,4482,4418,0,0,0,0,1,0,1,7791,11.9,7.6,7.5,4.1,1.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,329028.2143,6913189.818,329028.21436913189.818,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,146845,B15680,Open air,S408,Hjellvik lok. 11,Y,4480,110,Beta-152263,5330,5125,4846,0,0,0,0,1,0,0,85,9.8,8.7,8.9,7.6,0.9,Early/Middle Neolithic,Early/Middle Neolithic,338750.7217,6905450.686,338750.72176905450.686,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,266379,B18629,Open air,S270,Kvasnes. Lok. 3,Y,5660,30,Beta-549609,6500,6438,6391,0,0,1,0,0,0,0,3837,14.7,11.3,11.2,8.4,1.8,Late Mesolithic,Late Mesolithic,363769.6334,6924198.03,363769.63346924198.03,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,7080,60,Beta-67998 CAMS-10243,8017,7898,7784,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,72846,B14391,Open air,S663,Torget lok. I,Y,4730,100,Beta-48160,5660,5455,5277,0,0,0,1,0,0,0,217,10.1,9.5,9.5,9,0.5,Early/Middle Neolithic,Early/Middle Neolithic,281876.1258,6646305.438,281876.12586646305.438,
Mainland,Hordaland,Alver,4631,Seim 171/5,171,7,214867,N/A,Open air,S944,Seim Storåkeren,Y,3180,80,T-15364,3573,3397,3207,0,0,0,0,0,0,1,24.94,56.4,55.4,55.7,55,0.8,Late Neolithic/Early Bronze Age,N/A,296432.9663,6725345.966,296432.96636725345.966,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/214867-1
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,180480,N/A,Open air,S965,Saunes 2,Y,3480,30,Beta-403364,3837,3756,3687,0,0,0,0,0,0,1,244,11.8,11.7,11.7,11.6,0.1,Late Neolithic/Early Bronze Age,N/A,337229.6752,6915383.296,337229.67526915383.296,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,139841,N/A,Open air,S938,S?re S?le,Y,3520,40,Beta-291388,3902,3785,3690,0,0,0,0,0,0,1,N/A,17,17,17,17,0,Late Neolithic/Early Bronze Age,N/A,274987.1976,6717179.871,274987.19766717179.871,
Outer coast,Hordaland,Alver,4631,Leirvik,304,25,108107,N/A,Open air,S937,Leirvik lok. 20b M. Golf,Y,3250,80,Beta-100868,3648,3474,3332,0,0,0,0,0,0,1,714.01,10.3,9.2,9.1,8.4,0.7,Late Neolithic/Early Bronze Age,N/A,285342.7433,6718191.983,285342.74336718191.983,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108107-1
Mainland,Hordaland,Fitjar,4615,N/A,N/A,N/A,16131,B16825,Rock shelter,S295,Heller 2,Y,7605,70,Tua-3342,8549,8406,8305,0,0,1,0,0,0,0,276,17.5,16.1,16.1,14.7,1.4,Late Mesolithic,Late Mesolithic,295518.8721,6653519.858,295518.87216653519.858,
Outer coast,Hordaland,Bømlo,4613,Hovland. indre/midtre,53,1. 4. 3,66729,B16784/ B17831/ B17832/ B18216,Open air,S142,Hovland - Fetts fk. 5/1. Storamyro,Y,4440,35,Poz-116864,5086,5050,4954,0,0,0,0,1,0,0,25967.96,21.3,8.8,8,5.6,2.6,Early/Middle Neolithic,Early/Middle Neolithic,287632,6613613,287632.00436613612.828,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/66729
Outer coast,Hordaland,Øygarden,4626,N/A,36,657,174994,B17621/ B17879,Open air,S323,Sotrasambandet lok 8 Arefjordpollen,Y,6200,30,Beta-477310,7140,7082,6995,0,0,1,0,0,0,0,342.39,14.5,14.3,14.5,13.8,0.3,Late Mesolithic,Late Mesolithic,286774.9093,6698614.1,286774.90936698614.1,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/174994-1
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,25845,N/A,Open air,S378,Ausevik,Y,7400,40,Beta-337053,8344,8244,8164,0,0,1,0,0,0,0,2134,17.9,13.2,12.9,10.4,2.1,Late Mesolithic,N/A,302100.6261,6828746.682,302100.62616828746.682,
Outer coast,Hordaland,Alver,4631,Leirvik,304,25,108105,B15568,Open air,S352,Leirvik - Lok. 18 (1996),Y,4210,70,Beta-100865,4875,4725,4525,0,0,0,0,0,0,1,160,10.5,8.7,10.2,5.3,2.4,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,285287.8724,6718067.302,285287.87246718067.302,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,8620,60,Beta-78315 CAMS-17542,9750,9598,9485,0,1,0,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Middle Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5825,40,Tua-6958,6738,6634,6532,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,6130,55,Tua-6950,7165,7018,6854,0,0,1,0,0,0,0,3311,20.2,16,16.6,7.2,3,Late Mesolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6300,50,Beta-78322 CAMS-17545,7326,7218,7155,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5915,35,Tua-7523,6799,6733,6660,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5785,50,Tua-6956,6678,6584,6450,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162712,B14741,Open air,S397,30 Nygård,Y,5760,100,Beta-88517,6753,6560,6388,0,0,0,0,0,0,0,50,11.4,11.3,11.3,11.2,0.1,Early/Middle Neolithic,N/A,302730.722,6865917.624,302730.7226865917.624,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6050,50,Beta-78320 CAMS-17543,7015,6899,6746,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,6070,60,Tua-6960,7077,6928,6783,0,0,1,0,0,0,0,3311,20.2,16,16.6,7.2,3,Late Mesolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6110,80,Beta-67996,7168,6988,6785,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,145558,B15080,Open air,S412,Lok 1 Buholmlegene,Y,5740,140,Beta-70789,6885,6548,6286,0,0,1,0,0,0,0,500,7.4,4.8,4.2,4.1,1.2,Late Mesolithic,Late Mesolithic,328348.5421,6915898.512,328348.54216915898.512,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,145558,B15080,Open air,S412,Lok 1 Buholmlegene,Y,4240,100,Beta-74214,5052,4761,4514,0,0,0,0,0,0,1,500,7.4,4.8,4.2,4.1,1.2,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,328348.5421,6915898.512,328348.54216915898.512,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6370,60,Beta-67983 CAMS-10242,7424,7296,7237,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5735,45,Tua-6951,6650,6532,6437,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6130,60,Beta-78325 CAMS-17548,7166,7018,6849,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,3345,50,Beta-67991 ETH-11615,3694,3569,3455,0,0,0,0,0,0,1,300,10.7,7.7,7.4,5.7,1.5,N/A,Late Neolithic,301524,6866195,3.01525E+12,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/162672-1
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,3030,160,Beta-67988,3566,3204,2845,0,0,0,0,0,0,1,300,10.7,7.7,7.4,5.7,1.5,N/A,Late Neolithic,301524,6866195,3.01525E+12,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/162672-1
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,3630,150,Beta-67985,4360,3959,3575,0,0,0,0,0,0,1,300,10.7,7.7,7.4,5.7,1.5,N/A,Late Neolithic,301524,6866195,3.01525E+12,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/162672-1
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,4660,80,Beta-48164,5587,5397,5270,0,0,0,0,1,0,0,300,10.7,7.7,7.4,5.7,1.5,Early/Middle Neolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Hordaland,Alver,4631,Flatøy,1,3. 299. 342,35883,B12383,Open air,S356,Flatøy - Lok. I. Haugen,Y,6380,90,T-2040,7434,7301,7156,0,0,1,0,0,0,0,100.5,17,16.7,16.7,15.3,0.9,Late Mesolithic,Late Mesolithic,294783.5372,6716732.418,294783.53726716732.418,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35883-1
Fjords,Hordaland,Alver,N/A,Flatøy,1,3. 342,107898,N/A,Open air,S357,Flatøy - Lok. IX,Y,4140,130,T-2384,4978,4659,4290,0,0,0,0,0,0,1,59.3,17,15.6,16.1,15.3,0.9,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,294775.9178,6716725.726,294775.91786716725.726,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/107898-1
Outer coast,Hordaland,Bømlo,4613,Hovland. indre/midtre,53,1. 4. 3,66729,B16784/ B17831/ B17832/ B18216,Open air,S142,Hovland - Fetts fk. 5/1. Storamyro,Y,4245,35,Poz-117364,4868,4828,4800,0,0,0,0,1,0,1,25967.96,21.3,8.8,8,5.6,2.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,287632,6613613,287632.00436613612.828,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/66729
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,4755,55,Beta-67986 ETH-11612,5589,5496,5442,0,0,0,1,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Early/Middle Neolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5975,40,Tua-6959,6937,6811,6727,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5990,40,Tua-7525,6945,6828,6733,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,229543,N/A,Open air,S967,Gr?ft til avl?psledning,Y,3770,30,Beta-470500,4240,4135,4080,0,0,0,0,0,0,1,59,7.3,6.8,6.7,6.5,0.3,Late Neolithic/Early Bronze Age,Late Neolithic,347971.5499,6933210.377,347971.54996933210.377,
Mainland,Hordaland,Alver,4631,Seim 171/5,171,7,214867,N/A,Open air,S944,Seim Storåkeren,Y,3490,45,T-15365,3887,3761,3637,0,0,0,0,0,0,1,24.94,56.4,55.4,55.7,55,0.8,Late Neolithic/Early Bronze Age,N/A,296432.9663,6725345.966,296432.96636725345.966,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/214867-1
Outer coast,Hordaland,Øygarden,4626,Tveite Midtre,138,3. 57. 103. 127,138750,B17139,Open air,S978,Telavåg/Midttveit,Y,3730,40,Beta-286826,4159,4078,3972,0,0,0,0,0,0,1,1711.43,23.6,14.7,13.7,8.4,4.4,Late Neolithic/Early Bronze Age,Late Neolithic,277598.7752,6687094.457,277598.77526687094.457,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/138750-1
Outer coast,Hordaland,Øygarden,4626,Bjorøy,50,7. 673,95608,B14574,Open air,S643,Bjorøy - Lok. 7. Nilsvikdalen,Y,5590,40,Beta-285765,6447,6361,6296,0,0,1,0,0,0,0,581,14.4,13.1,13.5,11.5,1.2,Late Mesolithic,Late Mesolithic,288997.0363,6694588.75,288997.03636694588.75,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,118681,N/A,Open air,S980,Lokalitet 2,Y,3515,85,T-18940,3991,3789,3567,0,0,0,0,0,0,1,501,13,10.7,10.8,8.4,1.5,Late Neolithic/Early Bronze Age,N/A,341466.5506,6901667.149,341466.55066901667.149,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,239274,N/A,Open air,S966,Teigane,Y,3770,30,Beta-507002,4240,4135,4080,0,0,0,0,0,0,1,12,53.4,53.3,53.3,53.1,0.1,Late Neolithic/Early Bronze Age,Late Neolithic,345922.4158,6919519.143,345922.41586919519.143,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,148579,N/A,Open air,S963,Boplass,Y,5830,40,Beta-308441,6741,6641,6534,0,0,1,0,0,0,0,N/A,10.7,10,10,9.6,0.3,Late Mesolithic,Late Mesolithic,324050.6275,6917240.213,324050.62756917240.213,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,B17142/ B17392/ B18605,Open air,S409,Not?y strandhyttegrend,Y,4390,30,Beta-400935,5045,4944,4862,0,0,0,1,0,0,0,7791,11.9,7.6,7.5,4.1,1.6,Early/Middle Neolithic,Early/Middle Neolithic,329028.2143,6913189.818,329028.21436913189.818,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,N/A,Open air,S409,Not?y strandhyttegrend,Y,4150,30,Beta-400932,4825,4694,4576,0,0,0,0,1,0,1,7791,11.9,7.6,7.5,4.1,1.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,329028.2143,6913189.818,329028.21436913189.818,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,112922,B17332,Open air,S414,Bjørkavåg 3,Y,4920,90,Beta-223989,5897,5667,5548,0,0,0,1,0,0,0,3,11.8,11.8,11.8,11.8,0,Early/Middle Neolithic,Early/Middle Neolithic,360436.2551,6924404.882,360436.25516924404.882,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5815,35,Tua-7522,6678,6621,6499,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5060,100,T-6567,5999,5800,5590,0,0,0,1,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Early/Middle Neolithic,Early/Middle Neolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,2. 23,96344,B15180,Open air,S288,Røyksund - Lok. 13. Kjøttvika,Y,3880,50,Beta-87279,4422,4308,4150,0,0,0,0,0,0,1,290,14.4,13.6,14.1,11.8,1,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,294346.8655,6628277.85,294346.86556628277.85,
Fjords,Hordaland,Kvinnherad,4617,Lund,95,7. 22. 26,94621,N/A,Open air,S294,Lund - Steinalderbuplass,Y,7680,90,T-12372,8646,8478,8324,0,0,1,0,0,0,0,300,25,23.3,23.7,20.9,1.3,Late Mesolithic,Late Mesolithic,332364.4796,6650548.093,332364.47966650548.093,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/94621-1
Fjords,Hordaland,Alver,4631,Tveiten Øvre,138,2,148456,N/A,Open air,S942,Alversund. gnr. 137 & 138. Lok. 5,Y,3410,30,Beta-316104,3721,3648,3568,0,0,0,0,0,0,1,665.88,60.8,59.6,59.4,58.6,0.7,Late Neolithic/Early Bronze Age,N/A,293876.9082,6721077.379,293876.90826721077.379,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/148456-1
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,144835,N/A,Open air,S962,Fisk?,Y,6205,40,Tua-7020,7174,7088,6985,0,0,1,0,0,0,0,N/A,7.1,6.5,6.6,6,0.4,Late Mesolithic,Late Mesolithic,320857.8664,6889858.435,320857.86646889858.435,
Fjords,Sogn og Fjordane,Bremanger,4648,Hunskår,N/A,N/A,16118,B14881,Open air,S391,44 Hunskår,Y,6110,110,Beta-48254,7259,6987,6734,0,0,1,0,0,0,0,380,9.3,8.5,8.7,6.7,0.9,Late Mesolithic,N/A,301755.7293,6865135.544,301755.72936865135.544,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/16118-1
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,145558,B15080,Open air,S412,Lok 1 Buholmlegene,Y,6220,190,Beta-74215,7481,7097,6669,0,0,1,0,0,0,0,500,7.4,4.8,4.2,4.1,1.2,Late Mesolithic,Late Mesolithic,328348.5421,6915898.512,328348.54216915898.512,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,222963,B17754,Open air,S795,Jarnesvika,Y,5250,30,Beta-449475,6025,6002,5928,0,0,1,0,0,0,0,434,14.6,12.5,12.8,10.3,1.5,Late Mesolithic,Late Mesolithic,372895.5994,6920398.359,372895.59946920398.359,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,220365,B17761,Open air,S792,Kvalneset lok. 101,Y,4980,30,Beta-442913,5753,5693,5601,0,0,0,1,0,0,0,1459,12.2,9.4,9.9,4.9,2,Early/Middle Neolithic,Early/Middle Neolithic,335904.5824,6911613.744,335904.58246911613.744,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,229781,B17872,Open air,S799,Nilsholen Lok. 2,Y,5170,30,Beta-470499,5998,5930,5894,0,0,0,1,0,0,0,734,14.8,13.7,14,11.7,1,Early/Middle Neolithic,Early/Middle Neolithic,357433.2439,6926247.496,357433.24396926247.496,
Outer coast,Hordaland,Austrheim,4632,N/A,131,15,229168,N/A,Open air,S952,Smalhusåkeren sjakt 3,Y,3620,90,Beta-120066,4158,3938,3690,0,0,0,0,0,0,1,201.1,8.7,8.1,8.1,7.4,0.6,Late Neolithic/Early Bronze Age,Late Neolithic,281201.8019,6747177.49,281201.80196747177.49,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/229168-1
Outer coast,Hordaland,Alver,4631,N/A,493,2,60573,N/A,Open air,S950,Straume - Rappeneset 2. 3 og 4,Y,3620,80,T-8201,4150,3937,3700,0,0,0,0,0,0,1,1229,15.9,12.6,13.6,5.2,3.2,Late Neolithic/Early Bronze Age,Late Neolithic,279724.1458,6739343.998,279724.14586739343.998,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/60573
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,160523,N/A,Open air,S959,Haugsbygda hamn sjakt 3/S4 / Fossilt lag SJ3/S?,Y,3520,30,Beta-339201,3880,3782,3698,0,0,0,0,0,0,1,164,7.9,7.3,7.3,5.8,0.8,Late Neolithic/Early Bronze Age,N/A,322253.0299,6905039.191,322253.02996905039.191,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,111878,N/A,Open air,S964,Voldsund 1,Y,5140,55,Tua-7015,5999,5892,5739,0,0,0,1,0,0,0,2518,9.5,7.2,7.2,4.8,1.2,Early/Middle Neolithic,Early/Middle Neolithic,327802.2557,6917857.853,327802.25576917857.853,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,146845,B15680,Open air,S408,Hjellvik lok. 11,Y,4180,40,Beta-152261,4838,4716,4610,0,0,0,0,1,0,1,85,9.8,8.7,8.9,7.6,0.9,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,338750.7217,6905450.686,338750.72176905450.686,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5695,50,Tua-6955,6635,6480,6392,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6410,90,Beta-48165,7506,7328,7160,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,N/A,B15738,Open air,S652,Havnen lok.154,Y,6150,70,Beta-131218,7172,7043,6853,0,0,1,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,Late Mesolithic,N/A,301580,6866134,3.01581E+12,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,N/A,B16173,Open air,S411,Nedre Berge och Mykelbust - Felt 2,Y,3880,40,Beta-200966,4417,4313,4227,0,0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,326233,6915738,3.26234E+12,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,N/A,Open air,S409,Not?y strandhyttegrend,Y,4110,30,Beta-400933,4658,4632,4522,0,0,0,0,1,0,1,7791,11.9,7.6,7.5,4.1,1.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,329028.2143,6913189.818,329028.21436913189.818,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,140678,B17322/ B17417,Open air,S375,Bakkeneset 3,Y,6080,30,Beta-420672,7010,6937,6848,0,0,1,0,0,0,0,738,13.4,11.2,10.9,9.6,1.2,Late Mesolithic,N/A,296682.8228,6808555.357,296682.82286808555.357,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,N/A,B14877,Open air,S390,40 Hunskår,Y,5020,160,Beta-48253,6126,5774,5463,0,0,0,1,0,0,0,190,N/A,N/A,N/A,N/A,N/A,Early/Middle Neolithic,N/A,302310.2819,6864944.75,302310.28196864944.75,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,242544,B18132,Open air,S787,Lok 1 Klokkarhaugen,Y,6420,30,Beta-509328,7423,7353,7275,0,0,1,0,0,0,0,1500,17.2,16,16.2,13.6,0.8,Late Mesolithic,Late Mesolithic,374732.2598,6919875.756,374732.25986919875.756,
Outer coast,Hordaland,Bømlo,4613,Hovland. indre/midtre,N/A,N/A,55468,B17903/ B7456/ B18211,Open air,,Hovland - Fetts fk. 2/3. Bergensleitet I og sta. lok. Bergen,Y,7490,30,Beta-483477,8377,8312,8282,0,0,1,0,0,0,0,480,13.6,12.6,12.7,11.2,0.6,Late Mesolithic,Late Mesolithic,287992,6613753,2.87993E+12,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55468
Outer coast,Hordaland,Bømlo,4613,Hovland. indre/midtre,N/A,N/A,55468,B17903/ B7456/ B18211,Open air,,Hovland - Fetts fk. 2/3. Bergensleitet I og sta. lok. Bergen,Y,7160,40,Poz-116870,8028,7977,7930,0,0,1,0,0,0,0,480,13.6,12.6,12.7,11.2,0.6,Late Mesolithic,Late Mesolithic,287992,6613753,2.87993E+12,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55468
Outer coast,Hordaland,Bømlo,4613,Hovland. indre/midtre,N/A,N/A,55468,B17903/ B7456/ B18211,Open air,,Hovland - Fetts fk. 2/3. Bergensleitet I og sta. lok. Bergen,Y,7100,20,Tra-15185,7974,7935,7921,0,0,1,0,0,0,0,480,13.6,12.6,12.7,11.2,0.6,Late Mesolithic,Late Mesolithic,287992,6613753,2.87993E+12,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55468
