Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,Site name,m2,Conventional date,X (UTM32N),Y (UTM32N),M.a.s.l (Geom_Max),M.a.s.l (Geom_Mean),M.a.s.l (Geom_Median),M.a.s.l (Geom_Min),M.a.s.l (Geom_Stdev),M.a.s.l (Single point),Reference
Outer coast,Hordaland,Austrheim,4632,Hopland,152,50/22,16070,B14801,Open air,Snekkevik 26 (S26),176,Early/Middle Neolithic,280368.372,6739675.724,11.99121571,11.47829437,11.47829437,10.96537304,0.512921333,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/16070-1
Fjords,Hordaland,Bømlo,4613,Espeland,12,18,144781,B17335,Open air,Espeland-Grindheim lok. 2,680,Early/Middle Neolithic,294267.1998,6624926.17,13.22732258,11.65044038,11.38766289,10.91493416,0.749052064,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/144781-1
Outer coast,Hordaland,Alver,4631,Straume,493,2,55262,B14526,Open air,Rappeneset 29 (R29),51,Early/Middle Neolithic,279924.6431,6739218.046,16.64468384,12.82049541,13.09162617,8.021641731,2.689801657,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55262
Outer coast,Hordaland,Alver,4631,Straume,493,2,35467,B14517,Open air,Straume - Rappeneset 19,63,Early/Middle Neolithic,279309.316,6739680.323,12.42401123,10.66580779,10.62231922,7.149802685,2.269762284,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35467-1
Outer coast,Hordaland,Sveio,4612,Vågastøl,83,07-Feb,106375,B14203,Open air,Våga - Lok. 1C,500,Early/Middle Neolithic,299219,6606231,20.08271217,13.37343005,13.21424198,8.095846176,2.801652734,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106375-2
Fjords,Hordaland,Alver,4631,Straume,493,2,55260,B14521,Open air,Rappeneset 23 (R23),42,Early/Middle Neolithic,279896.3014,6739191.114,21.4070015,16.13654843,17.66684818,15.7572794,2.870987105,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/55260-1
Outer coast,Hordaland,Øygarden,4626,Oen,243,2001-06-07,95472,N/A,Open air,"One - Lok. 13, Straumøy",60,Early/Middle Neolithic,273053.412,6723704.799,7.380671978,6.072400093,6.072400093,4.764128208,1.308271885,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95472-1
Outer coast,Hordaland,Øygarden,4626,Oen,243,09-Mar,95479,N/A,Open air,"One - Lok. 15, Straumøy",390.87,Early/Middle Neolithic,272928.831,6723623.825,13.88828468,12.41691828,12.15975571,11.45987701,1.0214772,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95479-1
Fjords,Hordaland,Øygarden,4626,Oen,243,1/3/6/7/9/10/250,95480,N/A,Open air,"One - Lok. 16, Straumøy",200,Early/Middle Neolithic,273013.0168,6723634.96,17.85279655,15.74049409,16.32430267,13.04438305,2.005963518,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95480-1
Outer coast,Hordaland,Øygarden,4626,Oen,243,2,95467,N/A,Open air,"One - Lok. 2, Søre Straumsøysund",149.79,Early/Middle Neolithic,273244.0162,6723121.427,11.44509315,10.86221504,10.86221504,10.27933693,0.582878113,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95467-1
Mainland,Hordaland,Øygarden,4626,Oen,243,11,95470,N/A,Open air,"One - Lok. 5, Søre Straumsøysund",135.89,Early/Middle Neolithic,273186.1145,6723118.614,10.00989914,9.340357304,9.340357304,8.670815468,0.669541836,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95470-1
Outer coast,Hordaland,Øygarden,4626,Vik,234,187,95154,B13339/B14274,Open air,"Vik - Lok. 1, Tjuvvika",15,Early/Middle Neolithic,277551.7871,6709348.067,18.36253738,16.26414363,17.19163513,13.20225239,1.953556856,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95154-1
Outer coast,Hordaland,Øygarden,4626,234,234,187/274,95155,N/A,Open air,"Vik - Lok. 2, Svelgen",20,Early/Middle Neolithic,277615.2103,6709463.366,20.91260719,20.52711716,20.53227997,20.05559158,0.303700992,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95155-1
Outer coast,Hordaland,Øygarden,4626,Vik,234,4/187,95156,N/A,Open air,"Vik - Lok. 3, Tjuvvika",300,Early/Middle Neolithic,277648.8418,6709544.356,21.44016266,19.87323706,20.15491486,17.26902771,1.408174898,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95156-1
Outer coast,Hordaland,Øygarden,4626,Vik,234,09-Apr,95157,N/A,Open air,"Vik - Lok. 4, Tjuvvika",1443.05,Early/Middle Neolithic,277655.5884,6709772.168,18.40638542,16.31898751,16.12734795,15.38805771,0.784272151,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95157-1
Fjords,Hordaland,Bømlo,4613,Eide,57,1/2/3/4/10,90560,N/A,Open air,Eide - Eidesvatnet 1,2019.32,Early/Middle Neolithic,284760.8527,6613132.043,5.727999687,4.672487418,4.587723732,4.548892498,0.269920796,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90560-1
Fjords,Hordaland,Bømlo,4613,Eide,57,1/2/3/4/10,90566,N/A,Open air,Eide - Eidesvatnet 4,951.69,Early/Middle Neolithic,284744.8462,6612905.21,5.931989193,4.739507251,4.593225479,4.557681561,0.422055871,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90566-1
Outer coast,Hordaland,Bømlo,4613,Eide,57,1/2/3/4/10,90569,N/A,Open air,Eide - Eidesvatnet 6,1268.24,Early/Middle Neolithic,284892.4157,6612975.054,7.400606632,4.845749292,4.584436893,4.563439369,0.808068832,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90569-1
Outer coast,Hordaland,Alver,4631,Pusse,415,3,90931,N/A,Open air,"Nordanger - Lok. 3 (1989), Nordanger",61.56,Early/Middle Neolithic,281469.483,6736709.785,15.27613831,14.32829597,13.52052689,12.91182041,1.066250464,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/90931
Fjords,Hordaland,Bømlo,4613,Vespestad,56,1/2/3/4/5/10/12/19,90554,N/A,Open air,Vespestad - Sætredalen 1,1015.81,Early/Middle Neolithic,284324.531,6614756.636,12.06310749,9.508424229,9.262740135,7.061541557,1.511941255,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90554-1
Outer coast,Hordaland,Bømlo,4613,Eide,57,1/2/3/4/10/15,90557,N/A,Open air,Eide - Djupdalen 1,110,Early/Middle Neolithic,284848.0161,6613263.498,13.37227821,13.25155401,13.25155401,13.13082981,0.120724201,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90557-1
Outer coast,Hordaland,Alver,4631,Toske,443,10,90968,N/A,Open air,Toska - Lok. 1 (1997),236.98,Early/Middle Neolithic,279044.3115,6730550.833,14.09681129,13.17257452,13.17257452,12.24833775,0.924236774,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90968-1
Mainland,Hordaland,Alver,4631,Toske,443,10,90977,N/A,Open air,"Toska - Lok. 2 (1997), Toskasundet",171.38,Early/Middle Neolithic,279053.3941,6730573.528,11.76404858,11.64553785,11.64553785,11.52702713,0.118510723,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90977-1
Fjords,Hordaland,Alver,4631,Toska,443,82/101,91001,N/A,Open air,Toska - Lok. 1 (1998),361.82,Early/Middle Neolithic,280116.1107,6729386.767,14.42176628,12.9502461,13.09798288,11.18325233,1.416586618,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/91001-1
Mainland,Hordaland,Alver,4631,Toska,443,101/106/108,91016,N/A,Open air,Toska - Lok. 2 (1998),32,Early/Middle Neolithic,280084.6345,6729427.483,14.56304359,14.45123577,14.45123577,14.33942795,0.111807823,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/91016-1
Outer coast,Hordaland,Bømlo,4613,FV 18,154,11,94294,B12037,Open air,Eidet - Lok. I,100,Early/Middle Neolithic,281802.9549,6646569.596,11.17725658,10.97048521,10.97048521,10.76371384,0.206771374,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/94294-1
Outer coast,Hordaland,Bømlo,4613,Eidet,154,11-Jan,94295,N/A,Open air,Eidet - Lok. II,600,Early/Middle Neolithic,281765.6882,6646624.018,10.89308357,10.54478963,10.38005638,10.36122894,0.24640092,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/94295-1
Outer coast,Hordaland,Alver,4631,Straume,493,2,90966,N/A,Open air,"Straume - Lok. 3 (1997), Gardvika",103.06,Early/Middle Neolithic,279802.4863,6739091.705,9.181660652,8.648748398,8.648748398,8.115836143,0.532912254,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90966-1
Mainland,Hordaland,Bømlo,4613,Hille,4,172,89428,B16109,Open air,"Hille - Lok. 1, Russestraumen",360,Early/Middle Neolithic,288064.3151,6627518.502,18.63219452,13.30122375,12.8267355,9.866676331,3.071815234,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/89428-1
Outer coast,Hordaland,Alver,4631,Kvitstein,491,03-Jan,90894,N/A,Open air,"Kvitstein - Lok. 1 (1992), Bognestraumen",227.91,Early/Middle Neolithic,285613.8307,6726074.428,10.76790905,10.50160599,10.50160599,10.23530293,0.266303062,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90894-1
Mainland,Hordaland,Alver,4631,Bognøy,494,5,90899,N/A,Open air,"Bognøy - Lok. 4, Bognestraumen",148.21,Early/Middle Neolithic,285449.0472,6725859.716,13.27073383,11.61356211,11.61356211,9.956390381,1.657171726,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90899-1
Fjords,Hordaland,Alver,4631,Bognøen,494,5,90900,N/A,Open air,"Bognøy - Lok. 5, Bognestraumen",300.85,Early/Middle Neolithic,285442.2326,6725893.768,12.87242603,11.96461519,12.08190536,10.93951416,0.793454396,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90900-1
Outer coast,Hordaland,Askøy,4627,Herdla,42,15-Mar,91774,N/A,Open air,Herdla - Lok. 1 (2002),218.17,Early/Middle Neolithic,279358.0233,6720255.647,13.9067421,11.13307859,10.90978909,8.635932922,1.746506116,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/91774-1
Outer coast,Hordaland,Alver,4631,Kvitstein,491,4,90889,B11524,Open air,"Kvitstein - Fetts fk. 1 (Lok. 1 (1986), Bognestraumen)",375,Early/Middle Neolithic,285687.8132,6726061.348,14.43056583,12.54958073,12.21986198,11.76070595,0.922861021,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/90889-1
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,60617,N/A,Open air,Tyssøy - Fetts fk. 3,106.5,Early/Middle Neolithic,287641.9071,6690105.078,18.8527813,15.25194729,16.48629141,14.85836315,2.125162749,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/60617-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,66412,B12888,Open air,"Flatøy - Lok. XIV, Florsåkeren",374.5,Early/Middle Neolithic,294574.8226,6716350.762,11.0330162,10.72717285,10.87425852,10.12715816,0.364723382,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66412-1
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,66451,B14314,Open air,Sture - Lok. 13,400,Early/Middle Neolithic,272913.4017,6726959.881,9.354859352,6.389788061,7.27894187,2.517759562,2.625258642,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66451-1
Mainland,Hordaland,N/A,N/A,N/A,N/A,N/A,60614,N/A,Open air,Hummelsund - Fetts fk. 2/1,132.5,Early/Middle Neolithic,280773.4858,6677584.321,15.39247322,14.7264463,14.89684391,13.75761318,0.525689901,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/60614-1
Mainland,Hordaland,N/A,N/A,N/A,N/A,N/A,60615,N/A,Open air,Hummelsund - Fetts fk. 2/2,155,Early/Middle Neolithic,280759.453,6677614.529,13.62913704,13.59212065,13.59212065,13.55510426,0.037016392,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/60615-1
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,72888,B12666,Open air,"Solsvik - Lok. 102, Kobbedalsfjellet",24,Early/Middle Neolithic,279074.0838,6707418.75,13.46373367,12.4337635,12.4337635,11.40379333,1.029970169,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/72888-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,72836,B11774/B12282,Open air,"Hovland - Fetts fk. 3/3, Hyljemyro",123.5,Early/Middle Neolithic,287954.5575,6613372.676,11.33458519,10.05913086,10.89478827,6.992294788,1.766734012,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/72836-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,66508,B12408,Open air,"Sele - Toftarøy, Lok. 5, Kobbevika",2450,Early/Middle Neolithic,282702.7997,6677377.351,12.78087234,11.78741663,11.67219353,10.56174374,0.642039058,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66508-1
Mainland,Hordaland,N/A,N/A,N/A,N/A,N/A,66703,B14542,Open air,"Hopland - Snekkevik 6, Tangane",386,Early/Middle Neolithic,280217.691,6739846.487,13.35793781,12.61800257,12.39541054,12.10065937,0.536872226,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66703-1
Outer coast,Hordaland,Austrheim,4632,Hopland,155,22-Apr,55439,B14549,Open air,Hopland - Snekkevik 13 Tangane,256,Early/Middle Neolithic,280178.1637,6739796.856,12.4036417,7.755625516,8.625071526,1.368717313,4.302894083,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55439
Outer coast,Hordaland,Austrheim,4632,Hopland,155,22-Apr,55439,B14550,Open air,Hopland - Snekkevik 14 Tangane,65,Early/Middle Neolithic,280178.1637,6739796.856,12.4036417,7.755625516,8.625071526,1.368717313,4.302894083,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55439
Fjords,Hordaland,Alver,4631,Straume,493,2,60573,B14797/B14798/B14799,Open air,Straume - Rappeneset 2,43,Early/Middle Neolithic,279724.1458,6739343.998,15.94303799,12.55432091,13.60643053,5.241029739,3.21438765,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/60573
Outer coast,Hordaland,Alver,4631,Straume,493,2,60573,B14797/B14798/B14799,Open air,Straume - Rappeneset 3,113,Early/Middle Neolithic,279724.1458,6739343.998,15.94303799,12.55432091,13.60643053,5.241029739,3.21438765,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/60573
Fjords,Hordaland,Alver,4631,Straume,493,2,60573,B14797/B14798/B14799,Open air,Straume - Rappeneset 4,325,Early/Middle Neolithic,279724.1458,6739343.998,15.94303799,12.55432091,13.60643053,5.241029739,3.21438765,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/60573
Fjords,Hordaland,Alver,4631,Straume,493,2,60574,B14520,Open air,Straume - Rappeneset 22,456,Early/Middle Neolithic,279871.3809,6739210.678,21.08587074,17.40880124,16.98903847,14.64988422,2.055476315,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108157-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,55520,B12671,Open air,Solsvik - Lok. 108,119.5,Early/Middle Neolithic,278494.6089,6707944.047,17.77802086,15.51478863,15.51478863,13.2515564,2.263232231,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/55520-1
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,97234,N/A,Open air,Hevrøy - Lok. 3 (1981),454.58,Early/Middle Neolithic,281422.9927,6659379.605,12.90595818,12.57460713,12.51029158,12.37188721,0.200301923,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97234-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,170782,N/A,Open air,Olsvollstranda lokalitet 2,463.32,Early/Middle Neolithic,290399.3027,6727035.326,12.88645363,11.92166114,12.32115698,10.15787697,1.088486194,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170782-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,172930,N/A,Open air,Mølna,38.37,Early/Middle Neolithic,282189.3591,6658029.942,14.12648487,11.87891057,12.89266729,10.00174618,1.726097048,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/172930-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,96281,B14377,Open air,Pollen - Austvik I,175,Early/Middle Neolithic,281898.7178,6643250.218,19.84235382,19.03917313,19.03917313,18.23599243,0.803180695,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96281-1
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,25808,N/A,Open air,"Vespestad - Fetts fk. 1/4, Sjoaråkeren",1254,Early/Middle Neolithic,286001.8243,6613113.541,13.44269562,10.32215893,10.60331726,6.821814537,1.946317687,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25808-1
Outer coast,Hordaland,Austrheim,4632,N/A,N/A,N/A,25769,B14540,Open air,"Hopland - Snekkevik 4, Tangane",140,Early/Middle Neolithic,280256.7784,6739945.508,11.46749592,11.35089445,11.35089445,11.23429298,0.116601467,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25769-1
Outer coast,Hordaland,Austrheim,4632,N/A,N/A,N/A,25770,B14551,Open air,"Hopland - Snekkevik 15, Tangane (Lag 1)",949,Early/Middle Neolithic,280123.4353,6739846.171,16.54313087,13.90019025,14.18558025,11.82503891,1.331058671,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25770-1
Outer coast,Hordaland,Austrheim,4632,N/A,N/A,N/A,25770,B14551,Open air,"Hopland - Snekkevik 15, Tangane (Lag 2)",594,Early/Middle Neolithic,280123.4353,6739846.171,16.54313087,13.90019025,14.18558025,11.82503891,1.331058671,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25770-1
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,25777,B6643F/B6214,Open air,"Garnes - Fetts fk. 1/5, Notvoll",563.26,Early/Middle Neolithic,305306.2959,6706987.284,12.31313038,11.75561794,11.79889059,11.13034534,0.48605391,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25777-1
Mainland,Hordaland,Bømlo,4613,N/A,N/A,N/A,25803,B13516,Open air,"Selsøy - Fetts fk. 3 (Kvernanes), Løåkeren",375.66,Early/Middle Neolithic,282061.9375,6645682.123,14.1107378,13.54499022,13.59624004,12.92799282,0.484211614,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25803-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,25620,B12416,Open air,"Tyrnevik - Toftarøy, Lok. 13",600,Early/Middle Neolithic,282237.7909,6678060.155,23.96383286,16.6158208,16.33960819,11.39216232,4.049527,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25620-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,25618,B12442,Open air,"Toft - Fetts fk. 6 (Toftarøy, Lok. 57, Torskeberget)",1000,Early/Middle Neolithic,282290.4766,6679817.125,20.62260437,15.27995582,15.89827871,6.286549091,3.926791864,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25618-1
Mainland,Hordaland,Øygarden,4626,N/A,N/A,N/A,35747,B12672,Open air,Solsvik - Lok. 109,111.5,Early/Middle Neolithic,278329.555,6707824.761,20.50671577,19.2341693,19.09677124,17.12807846,1.176815505,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35747-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,35749,B12681,Open air,Solsvik - Lok. 118,127,Early/Middle Neolithic,278272.0258,6707408.673,13.46752453,10.30797089,9.986020088,6.798576355,2.184732645,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35749-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,15837,N/A,Open air,Sture - Lok. 6B,16,Early/Middle Neolithic,272658.4511,6728217.671,17.31631279,15.80492067,15.80492067,14.29352856,1.511392117,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/15837-1
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,15841,B14796/B14640/B14507,Open air,Straume - Rappeneset 1,12,Early/Middle Neolithic,279682.2669,6739392.515,12.37668037,10.46040626,10.75092506,7.681080341,1.633984804,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/15841
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,15841,B14796/B14640/B14507,Open air,Straume - Rappeneset 6,115,Early/Middle Neolithic,279682.2669,6739392.515,12.37668037,10.46040626,10.75092506,7.681080341,1.633984804,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/15841
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,15841,B14796/B14640/B14507,Open air,Straume - Rappeneset 9,207,Early/Middle Neolithic,279682.2669,6739392.515,12.37668037,10.46040626,10.75092506,7.681080341,1.633984804,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/15841
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,6707,B6340,Open air,"Garnes - Fetts fk. 1/4, Seljehaugen",8,Early/Middle Neolithic,305386.1321,6706862.302,15.15121555,13.25901489,13.14573622,11.71930695,1.08940365,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/6707
Mainland,Hordaland,Bømlo,4613,N/A,N/A,N/A,6714,B14346,Open air,"Eide - Lok. 1, Eidesvik",734.91,Early/Middle Neolithic,284577.9043,6612458.082,14.66533756,12.92919099,12.65592003,11.8220787,0.991015094,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/6714-1
Mainland,Hordaland,Øygarden,4626,N/A,N/A,N/A,25547,B14315,Open air,Sture - Lok. 14,28,Early/Middle Neolithic,272916.2416,6726880.647,11.43892574,10.0818367,10.07716084,8.466105461,0.999863163,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25547-1
